,,,,,,,,,,score
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,0.3933333333333333
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.3933333333333333
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.3933333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.3933333333333333
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.3933333333333333
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.3933333333333333
gpt-4-turbo-preview,gpt-4o,,,,,,,,,0.3933333333333333
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.3933333333333333
claude-3-5-sonnet-20240620,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.3933333333333333
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.3933333333333333
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.3933333333333333
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.39
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.39
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.39
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,,,,,,,0.39
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.39
claude-3-opus-20240229,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.39
claude-3-opus-20240229,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.39
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,0.39
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.39
gemini-1_5-pro,gpt-4o,mistral-large-latest,,,,,,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.39
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,,,,,,0.39
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.39
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.39
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.39
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,0.39
claude-3-opus-20240229,gemini-1_0-pro,gpt-4o,open-mixtral-8x22b,,,,,,,0.39
command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.39
claude-3-opus-20240229,gpt-4-turbo-preview,,,,,,,,,0.39
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,0.39
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.39
claude-3-5-sonnet-20240620,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.38666666666666666
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,,,,,,,,0.38666666666666666
claude-3-opus-20240229,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.38666666666666666
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,mistral-large-latest,open-mixtral-8x22b,,,,,,,,0.38666666666666666
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,,,,,0.38666666666666666
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.38666666666666666
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.38666666666666666
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,0.38666666666666666
claude-3-opus-20240229,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.38666666666666666
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,,,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.38666666666666666
claude-3-opus-20240229,gemini-1_0-pro,gpt-4o,mistral-large-latest,,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,0.38666666666666666
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,open-mixtral-8x22b,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.38333333333333336
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,,0.38333333333333336
gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.38333333333333336
claude-3-opus-20240229,gpt-4-turbo-preview,mistral-large-latest,,,,,,,,0.38333333333333336
claude-3-opus-20240229,gemini-1_5-pro,open-mixtral-8x22b,,,,,,,,0.38333333333333336
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.38333333333333336
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,mistral-large-latest,open-mixtral-8x22b,,,,,,0.38333333333333336
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.38333333333333336
claude-3-opus-20240229,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.38333333333333336
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,0.38333333333333336
claude-3-opus-20240229,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.38333333333333336
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,command-r,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,,0.38333333333333336
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,0.38333333333333336
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,0.38
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,0.38
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.38
claude-3-5-sonnet-20240620,mistral-large-latest,,,,,,,,,0.38
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.38
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,open-mixtral-8x22b,,,,,0.38
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,open-mixtral-8x22b,,,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.38
gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,,0.38
command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.38
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,0.38
claude-3-opus-20240229,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.38
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.38
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.38
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.38
claude-3-opus-20240229,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,0.38
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.38
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.38
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,0.38
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,mistral-large-latest,,,,,,,0.38
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.38
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.38
claude-3-opus-20240229,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,,0.38
claude-3-opus-20240229,command-r,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.38
gemini-1_5-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,0.38
claude-3-opus-20240229,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.38
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.38
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.38
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,0.38
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.37666666666666665
claude-3-5-sonnet-20240620,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.37666666666666665
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.37666666666666665
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_0-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,,0.37666666666666665
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,,,,0.37666666666666665
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,0.37666666666666665
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,mistral-large-latest,open-mixtral-8x22b,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4-turbo-preview,,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,mistral-large-latest,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.37666666666666665
gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.37666666666666665
gemini-1_5-pro,gpt-4o,,,,,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,,,,,,,,0.37666666666666665
claude-3-opus-20240229,command-r,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.37666666666666665
claude-3-5-sonnet-20240620,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.37666666666666665
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,0.37666666666666665
claude-3-opus-20240229,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,,,0.37666666666666665
claude-3-opus-20240229,command-r,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.37666666666666665
claude-3-opus-20240229,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.37666666666666665
gemini-1_5-pro,gpt-4o,open-mixtral-8x22b,,,,,,,,0.37333333333333335
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,,0.37333333333333335
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.37333333333333335
claude-3-opus-20240229,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.37333333333333335
claude-3-opus-20240229,command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,0.37333333333333335
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gemini-1_5-pro,mistral-large-latest,open-mixtral-8x22b,,,,,0.37333333333333335
command-r,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.37333333333333335
gemini-1_0-pro,gemini-1_5-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,0.37333333333333335
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.37333333333333335
claude-3-opus-20240229,command-r,gemini-1_5-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.37333333333333335
gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,,,,0.37333333333333335
gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,0.37333333333333335
claude-3-5-sonnet-20240620,claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gemini-1_0-pro,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,0.37333333333333335
gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,open-mixtral-8x22b,,,,,,,0.37333333333333335
claude-3-opus-20240229,gemini-1_0-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,0.37333333333333335
claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4o,mistral-large-latest,open-mixtral-8x22b,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,gpt-4-turbo-preview,,,,,,0.37333333333333335
command-r,gemini-1_0-pro,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,0.37333333333333335
command-r,gemini-1_5-pro,gpt-4-turbo-preview,gpt-4o,meta_llama3-70b-instruct-v1_0,open-mixtral-8x22b,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,command-r,gemini-1_0-pro,gpt-4o,meta_llama3-70b-instruct-v1_0,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,command-r,gemini-1_5-pro,gpt-4-turbo-preview,open-mixtral-8x22b,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,claude-3-opus-20240229,command-r,gemini-1_0-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gpt-4-turbo-preview,mistral-large-latest,,,,,,,,0.37333333333333335
claude-3-5-sonnet-20240620,gemini-1_5-pro,gpt-4-turbo-preview,meta_llama3-70b-instruct-v1_0,mistral-large-latest,open-mixtral-8x22b,,,,,0.37333333333333335
claude-3-opus-20240229,gemini-1_5-pro,meta_llama3-70b-instruct-v1_0,mistral-large-latest,,,,,,,0.37333333333333335
